plant_ID,line,batch,type,pop,no,nod_alive,nod,leaf,fru,flo,root_BM,shoot_BM,seed_BM,date_diss,diss,diss_note,plot,loc,survive,field_notes,line_ID
3-L18,WR40a,two,pool,wr,40a,5,5,8,0,0,0.0023,0.0077,0,3-Jun-15,Grant,NA,plot_3,L18,1,harv,wrx40
3-L19,HTD28,two,pool,htd,28,3,3,5,0,0,0.0022,0.0036,0,not recorded,Samriti,NA,plot_3,L19,1,harv,htdx28
3-L20,RBE38,two,pheno,rbe,38,14,16,51,0,0,NA,NA,NA,23-Jul-15,Steffi ,NA,plot_3,L20,1,med,rbex38
3-M02,HTR30,two,pheno,htr,30,3,3,17,0,0,0.0133,0.0431,0,23-Jul-15,Andrea and Jessica,NA,plot_3,M02,1,small,htrx30
3-M03,DE15,one,pheno,de,15,12,12,27,0,0,NA,NA,NA,not recorded,Samriti,NA,plot_3,M03,1,small,de15
3-M04,AC15,one,pool,ac,15,12,12,30,0,0,0.0193,0.1733,0,not recorded,Madeline,NA,plot_3,M04,1,harv,ac15
3-M05,RBE38,one,pheno,rbe,38,37,44,164,6,0,NA,NA,NA,23-Jul-15,Steffi ,NA,plot_3,M05,1,healthy,rbe38
3-M06,WR31,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M06,0,antdied,wr31
3-M07,KA24,one,pool,ka,24,NA,NA,NA,NA,NA,0.0063,0.061,0,29-May-15,Grant ,No intact plant detected,plot_3,M07,1,harv,ka24
3-M08,WR34,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M08,0,died,wr34
3-M09,WT39,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M09,1,harv,wt39
3-M10,DE15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M10,0,died,de15
3-M11,FZ19,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M11,0,died,fzx19
3-M13,DE15,two,pheno,de,15,17,19,62,0,0,0.091,0.2754,0,21-Jul-15,Steffi,2 senesced,plot_3,M13,1,healthy,dex15
3-M14,DU4,two,reference,du,4,17,17,51,0,0,0.0242,0.0883,0,22-Sep-14,Rebecca,NA,plot_3,M14,1,med,dux4
3-M15,WR34,two,reference,wr,34,9,9,12,0,0,0.0053,0.0251,0,22-Sep-14,Junielle,NA,plot_3,M15,1,med,wrx34
3-M16,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M16,0,died,rbex38
3-M17,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M17,1,med,rbex38
3-M18,FOR43,two,pool,for,43,8,16,4,0,0,0.1019,0.0663,0,27-May-15,Andrea and Jessica,8 senesced,plot_3,M18,1,harv,forx43
3-M19,FOR26,two,pool,for,26,3,3,3,0,0,0.0015,0.00115,0,22-Sep-14,Simran,NA,plot_3,M19,1,harv,forx26
3-M20,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,M20,0,died,fzx17
3-N02,DE7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N02,0,died,dex7
3-N03,KA24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N03,1,small,ka24
3-N04,HTR30,one,pheno,htr,30,15,15,85,0,0,0.4743,0.58,0,20-Aug-15,Andrea and Jessica ,NA,plot_3,N04,1,anthealthy,htr30
3-N05,DE7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N05,0,died,dex7
3-N06,FZ17,one,pheno,fz,17,10,17,63,0,0,0.0378,0.1794,0,23-Jul-15,Steffi,7 senesced,plot_3,N06,1,anthealthy,fz17
3-N07,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N07,0,died,ka16
3-N08,FOR43,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N08,1,noleaves,for43
3-N09,FOR15,one,pheno,for,15,15,15,19,0,0,0.0387,0.0709,0,23-Jul-15,Steffi,all senesced,plot_3,N09,1,fewleaves,for15
3-N10,HTR30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N10,0,died,htr30
3-N11,WR31,two,pheno,wr,31,1,2,8,0,0,0.0038,0.012,0,21-Jul-15,Steffi,1 senesced,plot_3,N11,1,fewleaves,wrx31
3-N13,DU4,two,pheno,du,4,7,9,14,0,0,0.0179,0.0148,0,23-Jul-15,Andrea and Jessica,NA,plot_3,N13,1,noleaves,dux4
3-N14,WR31,two,reference,wr,31,66,66,39,0,0,0.0587,0.2284,0,22-Sep-14,Rebecca,NA,plot_3,N14,1,healthy,wrx31
3-N15,DU4,two,pool,du,4,12,13,24,0,0,0.0132,0.0381,0,12-Mar-15,Simran,NA,plot_3,N15,1,harv,dux4
3-N16,HTD28,two,reference,htd,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N16,1,med,htdx28
3-N17,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,N17,1,med,rbex38
3-N18,RBE38,two,reference,rbe,38,17,17,66,0,0,0.0343,0.1932,0,21-Jul-15,Steffi,all senesced,plot_3,N18,1,med,rbex38
3-N19,WR34,two,pool,wr,34,7,8,20,0,0,0.0044,0.0213,0,16-Jun-15,Grant,1 senesced,plot_3,N19,1,harv,wrx34
3-N20,FOR43,two,pheno,for,43,20,32,186,0,0,0.1443,1.145,0,20-Aug-15,Andrea and Jessica ,NA,plot_3,N20,1,healthy,forx43
3-O02,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O02,0,died,kax16
3-O03,WR31,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O03,0,antdied,wr31
3-O04,HTD2,one,pheno,htd,2,40,43,294,10,0,0.1573,1.2254,0.2972,23-Jul-15,Andrea and Jessica,3 senesced,plot_3,O04,1,"antinflower,bagged",htd2
3-O05,KA24,one,reference,ka,24,23,23,33,0,0,0.011,0.0219,0,22-Sep-14,Yumeng,NA,plot_3,O05,1,med,ka24
3-O06,DE7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O06,0,died,dex7
3-O07,AC20,one,pheno,ac,20,12,20,43,0,0,NA,NA,NA,not recorded,Grant,8 senesced,plot_3,O07,1,small,ac20
3-O08,WR34,one,pheno,wr,34,14,21,22,0,0,0.0252,0.0361,0,20-Jul-15,Grant,7 senesced,plot_3,O08,1,small,wr34
3-O09,FZ24,one,pheno,fz,24,1,1,6,0,0,0.0227,0.0181,0,23-Jul-15,Andrea and Jessica,NA,plot_3,O09,1,fewleaves,fz24
3-O10,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O10,0,died,ka16
3-O11,WR40a,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O11,0,died,wr40
3-O13,FZ19,two,pool,fz,19,6,6,10,0,0,0.0083,0.0228,0,not recorded,Madeline,NA,plot_3,O13,1,harv,fzx19
3-O14,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O14,0,died,forx26
3-O15,FZ17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O15,0,died,fzx17
3-O16,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O16,1,med,rbex38
3-O17,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O17,0,died,rbex34
3-O18,HTD2,two,pool,htd,2,5,5,4,0,0,0.0027,0.002,0,not recorded,Jing Qi,NA,plot_3,O18,1,harv,htdx2
3-O19,KA7,two,pheno,ka,7,6,11,29,0,0,0.0198,0.047,0,21-Jul-15,Steffi,5 senesced,plot_3,O19,1,med,kax7
3-O20,WR34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,O20,0,died,wrx34
3-P02,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P02,0,died,kax7
3-P03,FZ24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P03,0,died,fz24
3-P04,AC20,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P04,0,died,ac20
3-P05,HTR1,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P05,0,died,htr1
3-P06,FZ24,one,NA,fz,24,52,52,48,0,0,NA,NA,NA,20-May-15,Monika,NA,plot_3,P06,0,died,fz24
3-P07,HTR1,one,pool,htr,1,4,4,7,0,0,0.007,0.0282,0,22-Sep-14,Simran,NA,plot_3,P07,1,harv,htr1
3-P08,RBE34,one,reference,rbe,34,41,41,58,0,0,0.0504,0.1424,0,not recorded,Madeline,NA,plot_3,P08,1,small,rbe34
3-P09,RBE38,one,pheno,rbe,38,22,22,57,0,0,0.0382,0.3038,0,23-Jul-15,Steffi,all senesced,plot_3,P09,1,med,rbe38
3-P10,FZ24,one,pool,fz,24,18,18,28,0,0,0.015,0.0684,0,not recorded,Madeline,NA,plot_3,P10,1,harv,fz24
3-P11,KA16,two,pool,ka,16,5,5,3,0,0,0.002,0.003,0,28-May-15,Jingqi Hao ,NA,plot_3,P11,1,harv,kax16
3-P13,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P13,0,died,kax7
3-P14,DE15,two,pheno,de,15,19,23,51,0,0,0.0368,NA,NA,21-Jul-15,Steffi,4 senesced,plot_3,P14,1,small,dex15
3-P15,KA7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P15,1,noleaves,kax7
3-P16,WR40a,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P16,1,noleaves,wrx40
3-P17,WT30,two,pool,wt,30,NA,NA,NA,NA,NA,0.008,0.0284,0,26-May-15,Samriti ,nods not dissected,plot_3,P17,1,harv,wtx30
3-P18,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,P18,0,died,rbex38
3-P19,FOR26,two,pheno,for,26,8,13,19,0,0,0.0193,0.0335,0,17-Jul-15,Grant,5 senesced,plot_3,P19,1,small,forx26
3-P20,AC15,two,reference,ac,15,3,3,2,0,0,0.0019,0.0018,0,22-Sep-14,Rebecca,NA,plot_3,P20,1,noleaves,acx15
3-Q02,RBE38,two,pheno,rbe,38,5,6,6,0,0,0.0127,0.0104,0,23-Jul-15,Andrea and Jessica,1 senesced,plot_3,Q02,1,fewleaves,rbex38
3-Q03,HTR25,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q03,0,died,htr25
3-Q04,WR31,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q04,0,died,wr31
3-Q05,FZ24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q05,0,died,fz24
3-Q06,RBE17,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q06,0,died,rbe17
3-Q07,KA24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q07,1,harv,ka24
3-Q08,WR40a,one,pheno,wr,40a,8,13,64,0,0,0.1704,0.0378,0,23-Jul-15,Steffi,5 senesced,plot_3,Q08,1,med,wr40
3-Q09,DE7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q09,0,died,dex7
3-Q10,WR31,two,pool,wr,31,5,5,7,0,0,0.00315,0.0069,0,not recorded,Madeline,NA,plot_3,Q10,1,harv,wrx31
3-Q11,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q11,1,herb?Noleaves,forx26
3-Q13,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,Q13,0,died,kax16
3-Q14,FOR26,two,pool,for,26,1,1,12,0,0,0.0048,0.0078,0,22-Sep-14,Simran,NA,plot_3,Q14,1,harv,forx26
3-Q15,FOR15,two,pool,for,15,6,6,13,0,0,0.0064,0.0242,0,not recorded,Jing Qi,NA,plot_3,Q15,1,harv,forx15
3-Q16,AC3,two,pool,ac,3,2,2,6,0,0,0.0024,0.0037,0,not recorded,Samriti ,nods not dissected,plot_3,Q16,1,harv,acx3
3-R02,AC3,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R02,0,died,acx3
3-R03,WR40a,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R03,0,died,wr40
3-R04,AC15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R04,0,died,ac15
3-R05,HTR25,one,pool,htr,25,5,5,6,0,0,0.0026,0.0055,0,5-Dec-14,Simran,NA,plot_3,R05,1,harv,htr25
3-R06,RBE38,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R06,0,died,rbex38
3-R07,HTR30,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R07,0,died,htr30
3-R08,KA7,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R08,0,died,ka7
3-R09,HTR30,one,pheno,htr,30,6,12,4,0,0,0.0093,0.064,0,20-Jul-15,Grant,6 senesced,plot_3,R09,1,small,htr30
3-R10,DE15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R10,0,died,dex15
3-R11,RBE34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R11,0,died,rbex34
3-R13,DE15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_3,R13,0,died,dex15
3-R14,FZ19,two,pool,fz,19,NA,NA,NA,NA,NA,0.0071,0.0183,0,not recorded,Samriti,No intact plant detected,plot_3,R14,1,harv,fzx19
3-R15,WR31,two,pool,wr,31,3,3,12,0,0,0.0048,0.0144,0,not recorded,Jing Qi,NA,plot_3,R15,1,harv,wrx31
3-R16a,WR40a,two,pheno,wr,40a,5,9,9,0,0,0.0024,0.0021,0,17-Jul-15,Grant,"4 senesced, two plants?",plot_3,R16,1,noleaves,wrx40
3-R16b,WR40a,two,pheno,wr,40a,5,10,7,0,0,0.0049,0.0033,0,17-Jul-15,Grant,"5 senesced, two plants?",plot_3,R16,1,noleaves,wrx40
4-A10,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,A10,1,harv,htrx25
4-A12,WR31,two,pool,wr,31,4,4,3,0,0,0.0042,0.0031,0,12-Feb-15,Simran,NA,plot_4,A12,1,harv,wrx31
4-A13,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,A13,0,died,acx15
4-A14,FZ24,two,pheno,fz,24,1,1,6,0,0,0.0028,0.0094,0,not recorded,Samriti,NA,plot_4,A14,1,harv,fzx24
4-A15,AC15,two,pool,ac,15,4,4,0,0,0,0.0036,0.0045,0,not recorded,Madeline,no shoot,plot_4,A15,1,harv,acx15
4-B01,HTD28,one,pool,htd,28,1,4,2,0,0,0.0044,0.0071,0,22-Sep-14,Steffi,3 senesced,plot_4,B01,1,small,htd28
4-B02,DE15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B02,0,died,de15
4-B03,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B03,0,died,forx26
4-B04,WR31,one,pool,wr,31,0,16,1,0,0,0.0264,0.0266,0,22-Sep-14,Shree,16 senesced,plot_4,B04,1,noleaves,wr31
4-B05,KA24,one,reference,ka,24,6,6,0,0,0,0.0015,NA,NA,not recorded,Madeline,no shoot,plot_4,B05,1,fewleaves,ka24
4-B06,DE7,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B06,1,harv,de7
4-B10,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B10,0,died,forx26
4-B12,DU17,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B12,0,died,dux17
4-B13,FZ24,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B13,0,died,fzx24
4-B14,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,B14,1,antharv,htrx1
4-B15,DU17,two,reference,du,17,7,7,3,0,0,0.0105,0.0201,0,22-Sep-14,Simran,NA,plot_4,B15,1,antmed,dux17
4-C01,FOR26,two,pool,for,26,11,11,5,0,0,0.0052,0.0041,0,25-May-15,Grant ,NA,plot_4,C01,1,harv,forx26
4-C02,KA24,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C02,1,med,ka24
4-C03,AC3,one,pool,ac,3,0,10,5,0,0,0.0198,0.0316,0,22-Sep-14,Shree,10 senesced,plot_4,C03,1,fewleaves,ac3
4-C04,DE15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C04,1,harv,de15
4-C05,WT39,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C05,1,small,wt39
4-C06,WR34,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C06,0,died,wrx34
4-C10,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C10,0,died,htrx25
4-C12,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C12,1,harv,acx15
4-C13,FZ19,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C13,0,died,fzx19
4-C14,FZ24,two,pool,fz,24,5,5,17,0,0,0.0192,0.0377,0,not recorded,Madeline,NA,plot_4,C14,1,small,fzx24
4-C15,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,C15,0,died,htrx1
4-D01,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D01,0,died,forx26
4-D02,WR34,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D02,0,died,wr34
4-D03,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D03,0,died,forx26
4-D04,RBE38,one,pool,rbe,38,7,7,3,0,0,0.0116,0.0177,0,not recorded,Madeline,NA,plot_4,D04,1,fewleaves,rbe38
4-D05,WR40a,one,reference,wr,40a,12,12,5,0,0,0.0408,0.0653,0,not recorded,Madeline,NA,plot_4,D05,1,med,wr40
4-D06,DU4,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D06,1,harv,dux4
4-D10,WR31,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D10,0,died,wrx31
4-D12,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D12,0,died,forx26
4-D13,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D13,0,died,kax16
4-D14,DU17,two,pool,du,17,0,4,6,0,0,0.0051,0.0517,0,22-Sep-14,Steffi,4 senesced,plot_4,D14,1,fewleaves,dux17
4-D15,FZ19,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,D15,1,harv,fzx19
4-E01,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E01,0,died,ka16
4-E02,FOR43,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E02,1,harv,for43
4-E03,HTD2,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E03,0,died,htd2
4-E04,WR40a,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E04,1,harv,wr40
4-E05,WT39,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E05,0,died,wt39
4-E06,AC15,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E06,0,died,ac15
4-E07,HTR25,one,reference,htr,25,19,19,6,0,0,0.0168,0.0131,0,22-Sep-14,Steffi,NA,plot_4,E07,1,small,htr25
4-E08,HTR30,two,reference,htr,30,34,34,12,0,0,0.0099,0.017,0,22-Sep-14,Simran,NA,plot_4,E08,1,small,htrx30
4-E09,RBE17,two,reference,rbe,17,0,0,0,0,0,0.0029,0.0107,0,22-Sep-14,Simran,NA,plot_4,E09,1,small,rbex17
4-E10,AC15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,E10,0,died,acx15
4-E12,HTD28,two,pool,htd,28,NA,NA,NA,NA,NA,NA,NA,NA,22-Jan-15,Simran,No intact plant detected,plot_4,E12,1,harv,htdx28
4-F01,AC3,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F01,0,died,ac3
4-F02,AC3,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F02,1,harv,ac3
4-F03,AC3,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F03,0,died,ac3
4-F04,WT18,one,pool,wt,18,16,16,57,0,0,0.033,0.1687,0,2-Apr-15,Simran ,NA,plot_4,F04,1,harv,wt18
4-F05,RBE17,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F05,1,harv,rbe17
4-F06,KA16,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F06,0,died,ka16
4-F07,AC20,one,pool,ac,20,1,64,24,0,0,0.0658,0.1421,0,22-Sep-14,Shree,63 senesced,plot_4,F07,1,med,ac20
4-F08,WT39,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F08,1,harv,wtx39
4-F11,HTR1,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F11,1,harv,htrx1
4-F12,HTR25,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F12,0,died,htrx25
4-F13,FOR15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,F13,0,died,forx15
4-F14,KA16,two,pool,ka,16,0,0,9,0,0,0.0094,0.0218,0,not recorded,Madeline,NA,plot_4,F14,1,med,kax16
4-F15,KA16,two,pool,ka,16,1,1,15,0,0,0.0031,0.0085,0.0558,22-Jan-15,Simran,NA,plot_4,F15,1,harv,kax16
4-G01,WT39,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G01,0,died,wt39
4-G02,RBE17,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G02,0,died,rbe17
4-G03,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G03,0,died,forx26
4-G04,WR40a,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G04,1,fewleaves,wr40
4-G05,WT18,one,pool,wt,18,3,3,9,0,0,NA,NA,NA,not recorded,Madeline,NA,plot_4,G05,1,fewleaves,wt18
4-G06,KA7,one,reference,ka,7,24,24,3,0,0,0.0141,0.0226,0,26-May-15,Sara Li,NA,plot_4,G06,1,small,ka7
4-G07,HTD28,one,pool,htd,28,16,16,20,0,0,0.03065,0.1176,0,22-Sep-14,Simran,NA,plot_4,G07,1,fewleaves,htd28
4-G08,AC3,two,pool,ac,3,2,2,3,0,0,0.009,0.0081,0,not recorded,Madeline,NA,plot_4,G08,0,died,acx3
4-G09,FOR15,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G09,1,harv,forx15
4-G10,WR31,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G10,0,died,wrx31
4-G11,KA16,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,G11,1,harv,kax16
4-G12,DE15,two,pool,de,15,2,2,3,0,0,0.0067,0.0043,0,not recorded,Madeline,NA,plot_4,G12,1,fewleaves,dex15
4-G13,HTR1,two,reference,htr,1,7,7,8,0,0,0.0072,0.0148,0,22-Sep-14,Shree,NA,plot_4,G13,1,small,htrx1
4-G14,WR40a,two,pool,wr,40a,0,7,1,0,0,0.0051,0.0517,0,22-Sep-14,Steffi,7 senesced,plot_4,G14,0,died,wrx40
4-G15,FOR26,two,pool,for,26,7,7,2,0,0,0.0066,0.0024,0,not recorded,Madeline,NA,plot_4,G15,1,fewleaves,forx26
4-H01,WR31,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,H01,1,fewleaves,wr31
4-H02,FOR26,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,H02,0,died,forx26
4-H03,WT30,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,H03,0,died,wtx30
4-H04,DE15,one,pool,de,15,3,3,6,0,0,0.021,0.0559,0,22-Sep-14,Simran,NA,plot_4,H04,1,small,de15
4-H05,KA7,one,pool,ka,7,12,12,70,0,0,0.0281,0.3037,0,27-May-15,Andrea and Jessica,NA,plot_4,H05,1,harv,ka7
4-H06,HTD2,one,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,H06,0,died,htd2
4-H07,WR40a,one,pool,wr,40a,18,18,20,0,0,0.0128,0.063,0,5-Dec-14,Steffi,NA,plot_4,H07,1,harv,wr40
4-H08,DE7,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,H08,0,died,dex7
4-H09,HTD28,two,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plot_4,H09,0,died,htdx28
